id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price,age,price_per_sqrt,swimming_ful,garden
82474,Pimpri-Chinchwad,2782,2,3,1994,Yes,4694827,31,1687.57261,No,No
82475,Viman Nagar,3358,4,3,2001,No,7058680,24,2102.048839,No,Yes
82476,Hinjewadi,1125,5,1,1989,Yes,2723941,36,2421.280889,No,No
82477,Viman Nagar,3121,5,2,1992,No,5256416,33,1684.208907,No,Yes
82478,Hinjewadi,3010,5,1,1981,No,5248505,44,1743.689369,No,Yes
82479,Koregaon Park,3329,3,2,1983,No,4639451,42,1393.647041,No,No
82480,Hinjewadi,1804,4,1,2023,Yes,3417436,2,1894.365854,No,No
82481,Kalyani Nagar,912,2,2,1988,Yes,10044690,37,11013.91447,Yes,Yes
82482,Pimpri-Chinchwad,2013,4,2,1997,No,3296056,28,1637.384998,No,No
82483,Kalyani Nagar,2563,5,1,2016,No,9918217,9,3869.768631,No,Yes
82484,Koregaon Park,1239,4,1,2016,No,10217367,9,8246.46247,Yes,Yes
82485,Viman Nagar,2251,2,3,2012,No,14584604,13,6479.166593,Yes,Yes
82486,Pimpri-Chinchwad,3413,1,2,2004,No,14053929,21,4117.764137,Yes,Yes
82487,Koregaon Park,3397,2,3,2002,Yes,5949027,23,1751.259052,No,Yes
82488,Kalyani Nagar,1254,4,3,1983,Yes,13957436,42,11130.33174,Yes,Yes
82489,Kalyani Nagar,3222,3,2,1985,No,8992893,40,2791.090317,No,Yes
82490,Hinjewadi,2706,4,1,2012,Yes,2599243,13,960.5480414,No,No
82491,Hinjewadi,1237,5,3,1980,Yes,3414190,45,2760.056589,No,No
82492,Viman Nagar,1042,2,3,1986,Yes,3357870,39,3222.523992,No,No
82493,Hinjewadi,2896,1,3,1994,No,14567397,31,5030.178522,Yes,Yes
82494,Hinjewadi,1191,3,1,2002,Yes,12170605,23,10218.81192,Yes,Yes
82495,Hinjewadi,1388,1,1,2016,No,12240054,9,8818.482709,Yes,Yes
82496,Viman Nagar,2229,3,3,2007,No,6997906,18,3139.482279,No,Yes
82497,Koregaon Park,2420,5,1,1999,No,9080168,26,3752.135537,No,Yes
82498,Pimpri-Chinchwad,3061,4,2,1984,Yes,9739107,41,3181.674943,No,Yes
82499,Koregaon Park,3283,4,3,1980,Yes,5058944,45,1540.951569,No,Yes
82500,Koregaon Park,1068,3,2,2022,No,2803157,3,2624.678839,No,No
82501,Koregaon Park,1424,3,3,1991,No,14660855,34,10295.54424,Yes,Yes
82502,Kalyani Nagar,3342,1,2,2022,No,5883339,3,1760.424596,No,Yes
82503,Pimpri-Chinchwad,2058,5,2,1997,No,8136406,28,3953.550049,No,Yes
82504,Pimpri-Chinchwad,1495,5,3,2000,No,10791692,25,7218.523077,Yes,Yes
82505,Kalyani Nagar,2361,5,3,1980,Yes,9102059,45,3855.171114,No,Yes
82506,Kalyani Nagar,1682,4,3,2021,No,5989086,4,3560.693222,No,Yes
82507,Hinjewadi,1623,3,1,2016,No,11237710,9,6924.035736,Yes,Yes
82508,Kalyani Nagar,1959,4,2,1991,No,3324640,34,1697.110771,No,No
82509,Viman Nagar,1186,1,2,1992,Yes,13249840,33,11171.87184,Yes,Yes
82510,Kalyani Nagar,2182,4,2,1987,No,13082873,38,5995.81714,Yes,Yes
82511,Hinjewadi,3447,3,1,2005,No,7000697,20,2030.953583,No,Yes
82512,Kalyani Nagar,3443,3,1,1992,No,13891318,33,4034.655243,Yes,Yes
82513,Viman Nagar,1331,2,3,2015,Yes,13587059,10,10208.15853,Yes,Yes
82514,Kalyani Nagar,3210,4,2,1999,Yes,5245823,26,1634.212773,No,Yes
82515,Koregaon Park,2513,4,1,2002,No,3737965,23,1487.451253,No,No
82516,Pimpri-Chinchwad,3120,1,2,2022,Yes,10921730,3,3500.554487,Yes,Yes
82517,Viman Nagar,2688,2,3,2016,No,9325148,9,3469.177083,No,Yes
82518,Viman Nagar,1630,3,3,1986,Yes,3711437,39,2276.955215,No,No
82519,Viman Nagar,1662,2,1,2012,No,11200054,13,6738.901324,Yes,Yes
82520,Koregaon Park,2864,4,3,2004,Yes,4647483,21,1622.724511,No,No
82521,Koregaon Park,1199,4,1,1992,No,13666281,33,11398.06589,Yes,Yes
82522,Pimpri-Chinchwad,3074,5,2,1982,No,12292831,43,3998.969096,Yes,Yes
82523,Hinjewadi,2223,3,1,1988,Yes,10625839,37,4779.954566,Yes,Yes
82524,Pimpri-Chinchwad,3136,3,3,1999,Yes,6780521,26,2162.155931,No,Yes
82525,Viman Nagar,2788,3,2,1992,Yes,5114761,33,1834.562769,No,Yes
82526,Viman Nagar,2284,4,2,1997,No,9670206,28,4233.890543,No,Yes
82527,Viman Nagar,2289,5,1,2011,No,3633181,14,1587.235037,No,No
82528,Pimpri-Chinchwad,2095,2,3,1996,Yes,4634266,29,2212.060143,No,No
82529,Hinjewadi,880,4,3,2015,No,3421724,10,3888.322727,No,No
82530,Hinjewadi,2051,1,3,2013,No,4413451,12,2151.853242,No,No
82531,Pimpri-Chinchwad,2298,3,2,2023,No,13887191,2,6043.164056,Yes,Yes
82532,Viman Nagar,2696,2,3,1986,Yes,13112217,39,4863.581973,Yes,Yes
82533,Pimpri-Chinchwad,1858,1,1,1997,No,7186364,28,3867.795479,No,Yes
82534,Pimpri-Chinchwad,3259,1,2,2006,No,7584960,19,2327.38877,No,Yes
82535,Kalyani Nagar,1995,4,3,2007,Yes,5698505,18,2856.393484,No,Yes
82536,Kalyani Nagar,3302,1,2,1998,Yes,10111428,27,3062.213204,Yes,Yes
82537,Koregaon Park,3238,3,3,2017,No,6498664,8,2006.999382,No,Yes
82538,Koregaon Park,1623,4,1,1982,Yes,14356509,43,8845.661738,Yes,Yes
82539,Pimpri-Chinchwad,2635,4,2,2010,No,13789736,15,5233.296395,Yes,Yes
82540,Kalyani Nagar,2076,1,1,1990,Yes,10960727,35,5279.733622,Yes,Yes
82541,Viman Nagar,2129,3,1,1990,No,7760146,35,3644.972287,No,Yes
82542,Koregaon Park,3280,4,1,1988,Yes,8847163,37,2697.305793,No,Yes
82543,Viman Nagar,804,4,2,2008,No,11006252,17,13689.36816,Yes,Yes
82544,Viman Nagar,1947,4,2,1982,Yes,5403890,43,2775.495634,No,Yes
82545,Koregaon Park,2096,1,1,1980,No,14909729,45,7113.420324,Yes,Yes
82546,Pimpri-Chinchwad,942,3,3,1990,No,7332224,35,7783.677282,No,Yes
82547,Kalyani Nagar,1324,4,1,2020,Yes,8923910,5,6740.113293,No,Yes
82548,Koregaon Park,1015,1,3,2013,Yes,4133870,12,4072.778325,No,No
82549,Hinjewadi,814,2,1,1981,No,2900025,44,3562.684275,No,No
82550,Hinjewadi,1610,2,1,1990,No,9821378,35,6100.234783,No,Yes
82551,Viman Nagar,2328,4,1,1983,Yes,6941617,42,2981.794244,No,Yes
82552,Hinjewadi,2097,3,3,1996,No,5974708,29,2849.169289,No,Yes
82553,Viman Nagar,2992,1,3,2004,Yes,12954775,21,4329.804479,Yes,Yes
82554,Kalyani Nagar,2013,4,3,1993,No,8285493,32,4115.992548,No,Yes
82555,Koregaon Park,1937,3,2,1993,No,9503876,32,4906.492514,No,Yes
82556,Koregaon Park,3487,4,3,1986,No,4834842,39,1386.53341,No,No
82557,Kalyani Nagar,1347,3,3,1998,No,14380720,27,10676.10987,Yes,Yes
82558,Viman Nagar,1673,1,2,2011,No,3473606,14,2076.27376,No,No
82559,Pimpri-Chinchwad,1645,3,1,1998,Yes,14067125,27,8551.443769,Yes,Yes
82560,Hinjewadi,3339,1,1,2002,Yes,11584952,23,3469.587302,Yes,Yes
82561,Kalyani Nagar,2798,2,3,1981,No,14051786,44,5022.082202,Yes,Yes
82562,Hinjewadi,1319,1,1,1985,Yes,5113755,40,3876.993935,No,Yes
82563,Pimpri-Chinchwad,3431,1,1,1987,No,14073467,38,4101.855727,Yes,Yes
82564,Viman Nagar,1771,3,1,1994,No,9754263,31,5507.771316,No,Yes
82565,Hinjewadi,2939,5,3,2012,Yes,10205137,13,3472.316094,Yes,Yes
82566,Viman Nagar,1637,4,1,1996,No,11767135,29,7188.231521,Yes,Yes
82567,Pimpri-Chinchwad,1092,4,1,2023,Yes,5493983,2,5031.119963,No,Yes
82568,Viman Nagar,3162,1,2,2013,Yes,13087897,12,4139.119861,Yes,Yes
82569,Pimpri-Chinchwad,1630,5,3,1987,Yes,2040321,38,1251.730675,No,No
82570,Koregaon Park,1586,5,2,1987,Yes,13676579,38,8623.315889,Yes,Yes
82571,Hinjewadi,2656,1,1,2004,Yes,8635918,21,3251.475151,No,Yes
82572,Hinjewadi,1275,2,3,1987,Yes,2692839,38,2112.030588,No,No
82573,Pimpri-Chinchwad,1140,1,3,2016,No,11055282,9,9697.615789,Yes,Yes
82574,Pimpri-Chinchwad,3417,3,3,1996,No,5477604,29,1603.044776,No,Yes
82575,Kalyani Nagar,911,2,2,2022,No,2524403,3,2771.024149,No,No
82576,Pimpri-Chinchwad,2170,1,2,2022,No,3004769,3,1384.686175,No,No
82577,Pimpri-Chinchwad,2764,5,3,1995,No,11254493,30,4071.813676,Yes,Yes
82578,Viman Nagar,1207,3,2,1993,No,5156157,32,4271.87821,No,Yes
82579,Viman Nagar,1808,3,2,2011,Yes,11784980,14,6518.24115,Yes,Yes
82580,Hinjewadi,2242,5,1,2014,Yes,7135090,11,3182.466548,No,Yes
82581,Viman Nagar,1494,5,2,2001,Yes,12173830,24,8148.480589,Yes,Yes
82582,Viman Nagar,2549,2,2,2017,No,12630595,8,4955.117693,Yes,Yes
82583,Hinjewadi,1431,4,2,2000,No,5647652,25,3946.6471,No,Yes
82584,Koregaon Park,2664,2,3,2015,Yes,11520259,10,4324.421547,Yes,Yes
82585,Kalyani Nagar,2167,1,3,2014,No,14345953,11,6620.190586,Yes,Yes
82586,Viman Nagar,1122,2,1,1995,No,11450244,30,10205.20856,Yes,Yes
82587,Koregaon Park,2940,5,1,2000,Yes,3256444,25,1107.634014,No,No
82588,Kalyani Nagar,1587,1,3,2006,Yes,12599607,19,7939.26087,Yes,Yes
82589,Hinjewadi,2791,1,1,2021,No,9966313,4,3570.875314,No,Yes
82590,Viman Nagar,2903,3,1,1994,Yes,13347800,31,4597.933173,Yes,Yes
82591,Viman Nagar,2263,2,1,1993,No,4560467,32,2015.230667,No,No
82592,Pimpri-Chinchwad,2399,2,3,1987,Yes,2470957,38,1029.994581,No,No
82593,Viman Nagar,1871,1,1,1991,Yes,10438878,34,5579.304115,Yes,Yes
82594,Viman Nagar,827,4,2,2016,No,14767100,9,17856.22733,Yes,Yes
82595,Koregaon Park,2362,3,1,2010,Yes,14347686,15,6074.380186,Yes,Yes
82596,Koregaon Park,1521,3,2,1998,Yes,8058456,27,5298.130178,No,Yes
82597,Viman Nagar,1303,5,1,1990,Yes,11613644,35,8913.003837,Yes,Yes
82598,Kalyani Nagar,2477,2,2,1985,Yes,12419834,40,5014.062979,Yes,Yes
82599,Hinjewadi,1827,3,1,2007,Yes,5174378,18,2832.171866,No,Yes
82600,Koregaon Park,3339,4,2,2006,Yes,7296567,19,2185.255166,No,Yes
82601,Kalyani Nagar,3051,1,3,1985,Yes,9466494,40,3102.751229,No,Yes
82602,Viman Nagar,1791,3,2,1980,Yes,12767784,45,7128.857621,Yes,Yes
82603,Pimpri-Chinchwad,1443,4,3,1997,No,13500227,28,9355.666667,Yes,Yes
82604,Koregaon Park,1802,2,2,1991,No,7473568,34,4147.374029,No,Yes
82605,Koregaon Park,3216,3,1,2020,No,6749195,5,2098.630286,No,Yes
82606,Pimpri-Chinchwad,1879,2,1,2008,Yes,12825021,17,6825.450239,Yes,Yes
82607,Viman Nagar,3455,2,3,1992,No,11229016,33,3250.07699,Yes,Yes
82608,Koregaon Park,851,5,1,1984,Yes,7112355,41,8357.643948,No,Yes
82609,Viman Nagar,1066,5,2,1988,No,5786997,37,5428.702627,No,Yes
82610,Kalyani Nagar,2806,1,2,2006,No,14448706,19,5149.218104,Yes,Yes
82611,Koregaon Park,2181,4,1,2012,No,8723577,13,3999.806052,No,Yes
82612,Viman Nagar,849,4,1,2015,No,10350641,10,12191.56773,Yes,Yes
82613,Kalyani Nagar,1693,3,2,1981,No,8147889,44,4812.692853,No,Yes
82614,Koregaon Park,876,1,3,2012,No,8846576,13,10098.83105,No,Yes
82615,Hinjewadi,1115,2,1,1988,No,12429957,37,11147.9435,Yes,Yes
82616,Viman Nagar,3114,2,2,1990,Yes,12967587,35,4164.286127,Yes,Yes
82617,Kalyani Nagar,2008,1,3,1996,No,3651536,29,1818.494024,No,No
82618,Hinjewadi,3065,2,2,2016,Yes,5735238,9,1871.203263,No,Yes
82619,Viman Nagar,3088,1,1,2006,Yes,8707193,19,2819.686852,No,Yes
82620,Koregaon Park,1380,3,2,1993,Yes,7517083,32,5447.161594,No,Yes
82621,Viman Nagar,1364,5,2,2011,Yes,7518129,14,5511.82478,No,Yes
82622,Kalyani Nagar,1931,3,3,1994,No,4819994,31,2496.112895,No,No
82623,Koregaon Park,2382,3,2,1998,Yes,3464638,27,1454.507976,No,No
82624,Koregaon Park,3138,2,1,1986,No,11070790,39,3527.976418,Yes,Yes
82625,Koregaon Park,2780,2,2,2001,No,13750518,24,4946.229496,Yes,Yes
82626,Pimpri-Chinchwad,2990,5,3,1983,No,5305050,42,1774.264214,No,Yes
82627,Kalyani Nagar,1591,3,2,2006,No,5393450,19,3389.974859,No,Yes
82628,Hinjewadi,1449,1,3,2010,No,10869840,15,7501.614907,Yes,Yes
82629,Koregaon Park,2057,2,1,1991,Yes,14316259,34,6959.775887,Yes,Yes
82630,Kalyani Nagar,973,3,3,1982,Yes,3343533,43,3436.313464,No,No
82631,Pimpri-Chinchwad,1279,4,3,1990,No,7284820,35,5695.715403,No,Yes
82632,Pimpri-Chinchwad,3017,4,3,2001,No,11739904,24,3891.250912,Yes,Yes
82633,Koregaon Park,2697,4,1,2018,Yes,3008763,7,1115.596218,No,No
82634,Kalyani Nagar,3377,3,2,2009,No,3159638,16,935.6345869,No,No
82635,Pimpri-Chinchwad,2213,4,3,2002,No,12435263,23,5619.18798,Yes,Yes
82636,Koregaon Park,1583,5,2,1987,Yes,3432557,38,2168.387239,No,No
82637,Viman Nagar,2588,2,2,2019,No,6873549,6,2655.930835,No,Yes
82638,Viman Nagar,2104,4,1,1988,No,3922226,37,1864.175856,No,No
82639,Viman Nagar,997,3,1,2008,No,7497521,17,7520.081244,No,Yes
82640,Hinjewadi,3281,2,2,2020,No,4103084,5,1250.558976,No,No
82641,Kalyani Nagar,2369,2,2,1986,No,4545630,39,1918.796961,No,No
82642,Viman Nagar,2837,1,1,2013,Yes,9729061,12,3429.348255,No,Yes
82643,Pimpri-Chinchwad,2135,1,1,2010,Yes,9825462,15,4602.08993,No,Yes
82644,Hinjewadi,2397,5,3,2017,Yes,8080618,8,3371.138089,No,Yes
82645,Viman Nagar,2980,1,1,2000,No,12676112,25,4253.728859,Yes,Yes
82646,Koregaon Park,1435,5,3,1999,Yes,8401465,26,5854.679443,No,Yes
82647,Pimpri-Chinchwad,2732,3,3,1985,Yes,5390552,40,1973.115666,No,Yes
82648,Hinjewadi,3169,4,2,1985,No,2868397,40,905.1426317,No,No
82649,Hinjewadi,2905,2,3,2002,Yes,13576219,23,4673.397246,Yes,Yes
82650,Pimpri-Chinchwad,2490,3,1,1988,Yes,11330212,37,4550.285944,Yes,Yes
82651,Viman Nagar,2456,1,1,2008,No,4297176,17,1749.664495,No,No
82652,Koregaon Park,3287,1,2,1982,Yes,13314808,43,4050.747794,Yes,Yes
82653,Koregaon Park,2884,2,2,2001,No,6834788,24,2369.898752,No,Yes
82654,Koregaon Park,3449,2,2,1993,No,13594550,32,3941.591766,Yes,Yes
82655,Hinjewadi,3326,3,3,2012,Yes,12120309,13,3644.109741,Yes,Yes
82656,Viman Nagar,2680,4,3,1986,Yes,5444218,39,2031.424627,No,Yes
82657,Pimpri-Chinchwad,2786,5,1,2022,Yes,14185381,3,5091.665829,Yes,Yes
82658,Kalyani Nagar,881,5,3,1995,No,12841913,30,14576.51873,Yes,Yes
82659,Koregaon Park,1280,4,2,1986,Yes,14884751,39,11628.71172,Yes,Yes
82660,Pimpri-Chinchwad,1158,5,1,1984,No,12423340,41,10728.27288,Yes,Yes
82661,Pimpri-Chinchwad,1662,4,1,1998,No,4112183,27,2474.237665,No,No
82662,Koregaon Park,845,1,3,1980,Yes,5568541,45,6589.989349,No,Yes
82663,Kalyani Nagar,2974,3,2,1990,No,3410129,35,1146.647276,No,No
82664,Hinjewadi,3131,3,1,2019,Yes,3586789,6,1145.57298,No,No
82665,Hinjewadi,1557,5,3,1986,Yes,3983668,39,2558.553629,No,No
82666,Viman Nagar,2986,4,3,2016,Yes,7363645,9,2466.056597,No,Yes
82667,Hinjewadi,2788,3,3,1998,Yes,4238357,27,1520.214132,No,No
82668,Pimpri-Chinchwad,2291,4,3,1990,No,10883853,35,4750.699694,Yes,Yes
82669,Hinjewadi,2611,2,2,2011,Yes,12012893,14,4600.878208,Yes,Yes
82670,Viman Nagar,3357,1,3,1991,Yes,14688059,34,4375.352696,Yes,Yes
82671,Pimpri-Chinchwad,2112,2,3,1992,Yes,4161088,33,1970.212121,No,No
82672,Pimpri-Chinchwad,2102,2,3,2011,No,4738883,14,2254.463844,No,No
82673,Kalyani Nagar,2782,4,1,1998,No,8832923,27,3175.02624,No,Yes
82674,Koregaon Park,2750,4,3,2003,No,9450020,22,3436.370909,No,Yes
82675,Koregaon Park,1167,4,3,1999,No,4740340,26,4061.988003,No,No
82676,Koregaon Park,1640,5,3,2008,No,4982149,17,3037.895732,No,No
82677,Viman Nagar,1233,1,2,2005,No,10157963,20,8238.412814,Yes,Yes
82678,Hinjewadi,969,4,3,1984,No,10973912,41,11324.98658,Yes,Yes
82679,Koregaon Park,2499,2,1,1984,No,14612176,41,5847.209284,Yes,Yes
82680,Hinjewadi,997,4,2,1980,Yes,5046096,45,5061.27984,No,Yes
82681,Koregaon Park,1619,2,2,1981,Yes,8262766,44,5103.623224,No,Yes
82682,Kalyani Nagar,2993,3,3,1980,Yes,10430547,45,3484.980621,Yes,Yes
82683,Hinjewadi,901,5,3,2023,Yes,4239392,2,4705.207547,No,No
82684,Viman Nagar,2190,1,2,2007,No,11041969,18,5041.994977,Yes,Yes
82685,Viman Nagar,905,4,3,1985,Yes,2956497,40,3266.847514,No,No
82686,Hinjewadi,1580,5,3,1997,Yes,8164949,28,5167.689241,No,Yes
82687,Viman Nagar,975,3,3,1986,No,14259439,39,14625.06564,Yes,Yes
82688,Pimpri-Chinchwad,2062,1,3,1995,Yes,3044941,30,1476.693016,No,No
82689,Viman Nagar,3181,2,1,2009,Yes,4987281,16,1567.834329,No,No
82690,Kalyani Nagar,2325,2,3,1988,Yes,11558057,37,4971.207312,Yes,Yes
82691,Kalyani Nagar,1590,5,1,1982,No,10058927,43,6326.369182,Yes,Yes
82692,Hinjewadi,1846,5,3,2012,No,8134620,13,4406.619718,No,Yes
82693,Viman Nagar,877,2,2,2022,Yes,9794993,3,11168.74914,No,Yes
82694,Hinjewadi,852,2,3,2016,No,12927861,9,15173.54577,Yes,Yes
82695,Koregaon Park,1725,2,1,2019,Yes,12672250,6,7346.231884,Yes,Yes
82696,Pimpri-Chinchwad,2178,1,3,2006,Yes,10100834,19,4637.66483,Yes,Yes
82697,Hinjewadi,1838,1,2,2020,Yes,5110030,5,2780.212187,No,Yes
82698,Hinjewadi,1970,4,3,2006,Yes,2389730,19,1213.060914,No,No
82699,Hinjewadi,3324,3,3,1994,No,14138255,31,4253.385981,Yes,Yes
82700,Hinjewadi,2946,2,3,2015,No,7518087,10,2551.964358,No,Yes
82701,Kalyani Nagar,1211,2,3,2012,No,10746773,13,8874.296449,Yes,Yes
82702,Pimpri-Chinchwad,1618,1,2,2014,Yes,7382079,11,4562.47157,No,Yes
82703,Koregaon Park,1259,1,2,1985,Yes,6481164,40,5147.866561,No,Yes
82704,Pimpri-Chinchwad,1106,2,2,1998,No,7091372,27,6411.728752,No,Yes
82705,Hinjewadi,3290,2,1,1991,No,6211172,34,1887.894225,No,Yes
82706,Kalyani Nagar,2711,5,3,2009,Yes,14103235,16,5202.226116,Yes,Yes
82707,Koregaon Park,2506,4,1,1984,Yes,2433195,41,970.9477255,No,No
82708,Hinjewadi,1979,2,2,2004,Yes,8965139,21,4530.135927,No,Yes
82709,Hinjewadi,1009,5,3,1995,Yes,7355758,30,7290.14668,No,Yes
82710,Viman Nagar,1596,2,1,2001,No,3584434,24,2245.885965,No,No
82711,Pimpri-Chinchwad,2767,3,2,1996,No,4848847,29,1752.384171,No,No
82712,Pimpri-Chinchwad,1367,5,2,1999,Yes,8723635,26,6381.591075,No,Yes
82713,Pimpri-Chinchwad,2014,1,2,2013,Yes,6394667,12,3175.107746,No,Yes
82714,Viman Nagar,1947,4,2,2009,No,11002106,16,5650.799178,Yes,Yes
82715,Kalyani Nagar,2554,1,1,1994,Yes,5839798,31,2286.530149,No,Yes
82716,Kalyani Nagar,3042,3,1,2021,No,5432038,4,1785.679816,No,Yes
82717,Kalyani Nagar,2379,3,3,2006,No,5953132,19,2502.367381,No,Yes
82718,Koregaon Park,3374,2,1,1996,No,12632042,29,3743.936574,Yes,Yes
82719,Viman Nagar,3296,3,2,1996,No,13306005,29,4037.01608,Yes,Yes
82720,Viman Nagar,3152,3,3,1993,Yes,2477718,32,786.0780457,No,No
82721,Kalyani Nagar,1084,4,2,2016,Yes,5724799,9,5281.179889,No,Yes
82722,Kalyani Nagar,953,5,1,1980,Yes,11967478,45,12557.6894,Yes,Yes
82723,Kalyani Nagar,2870,4,2,1981,No,9833073,44,3426.15784,No,Yes
82724,Viman Nagar,2813,5,3,2011,No,5097072,14,1811.970139,No,Yes
82725,Kalyani Nagar,968,5,3,1986,No,4680526,39,4835.254132,No,No
82726,Pimpri-Chinchwad,1615,2,1,1990,No,14280315,35,8842.30031,Yes,Yes
82727,Kalyani Nagar,2555,5,1,2019,No,10138784,6,3968.212916,Yes,Yes
82728,Pimpri-Chinchwad,2575,2,1,2010,No,9258472,15,3595.523107,No,Yes
82729,Hinjewadi,2715,5,2,1997,No,9396052,28,3460.792634,No,Yes
82730,Hinjewadi,1110,1,1,1983,No,11381022,42,10253.17297,Yes,Yes
82731,Viman Nagar,1688,2,3,2013,Yes,10401166,12,6161.828199,Yes,Yes
82732,Koregaon Park,2539,1,3,2019,Yes,3149915,6,1240.612446,No,No
82733,Hinjewadi,1206,2,3,1991,Yes,7197539,34,5968.108624,No,Yes
82734,Viman Nagar,1578,4,3,1982,No,3444708,43,2182.958175,No,No
82735,Viman Nagar,2845,1,2,2003,Yes,4268959,22,1500.51283,No,No
82736,Pimpri-Chinchwad,1732,4,1,2017,No,3993399,8,2305.657621,No,No
82737,Pimpri-Chinchwad,1064,2,1,2015,No,3261466,10,3065.287594,No,No
82738,Kalyani Nagar,2974,2,1,2019,Yes,11796165,6,3966.430733,Yes,Yes
82739,Hinjewadi,2063,4,1,2011,No,3796561,14,1840.310713,No,No
82740,Pimpri-Chinchwad,3237,5,2,1991,Yes,11960249,34,3694.85604,Yes,Yes
82741,Koregaon Park,2229,4,2,1997,No,14822846,28,6649.998205,Yes,Yes
82742,Viman Nagar,1399,1,3,1983,Yes,12827602,42,9169.12223,Yes,Yes
82743,Kalyani Nagar,1983,2,2,1980,No,2470494,45,1245.836611,No,No
82744,Pimpri-Chinchwad,945,3,3,2023,Yes,7269128,2,7692.198942,No,Yes
82745,Pimpri-Chinchwad,2244,2,2,2023,Yes,10585370,2,4717.188057,Yes,Yes
82746,Pimpri-Chinchwad,1301,3,3,1989,No,7299873,36,5610.970792,No,Yes
82747,Hinjewadi,2368,4,2,1996,No,10245015,29,4326.442145,Yes,Yes
82748,Pimpri-Chinchwad,3228,1,1,1998,Yes,14551164,27,4507.795539,Yes,Yes
82749,Viman Nagar,2380,4,3,2019,Yes,11761705,6,4941.892857,Yes,Yes
82750,Pimpri-Chinchwad,3112,5,1,2013,Yes,10874433,12,3494.355077,Yes,Yes
82751,Koregaon Park,2165,2,3,1987,Yes,13654144,38,6306.763972,Yes,Yes
82752,Pimpri-Chinchwad,3228,3,2,2020,Yes,8151622,5,2525.285626,No,Yes
82753,Kalyani Nagar,2396,4,3,1987,No,13320118,38,5559.314691,Yes,Yes
82754,Kalyani Nagar,1312,3,3,1996,No,13043222,29,9941.480183,Yes,Yes
82755,Koregaon Park,1876,1,3,2002,No,5838577,23,3112.247868,No,Yes
82756,Kalyani Nagar,3199,2,1,2001,No,8305561,24,2596.299156,No,Yes
82757,Hinjewadi,1485,2,2,2010,No,9548729,15,6430.120539,No,Yes
82758,Viman Nagar,2844,1,2,2011,No,6848664,14,2408.109705,No,Yes
82759,Viman Nagar,2921,1,1,2022,No,5117952,3,1752.123245,No,Yes
82760,Hinjewadi,2062,2,1,1987,No,10635409,38,5157.812318,Yes,Yes
82761,Kalyani Nagar,1571,2,2,2020,No,5108415,5,3251.696372,No,Yes
82762,Koregaon Park,2456,2,3,1982,No,7204779,43,2933.541938,No,Yes
82763,Koregaon Park,1355,1,3,2008,No,2226132,17,1642.901845,No,No
82764,Viman Nagar,2308,2,1,2002,No,14107120,23,6112.270364,Yes,Yes
82765,Koregaon Park,3378,1,3,1983,No,12410461,42,3673.907934,Yes,Yes
82766,Hinjewadi,818,5,2,2019,No,14978053,6,18310.57824,Yes,Yes
82767,Viman Nagar,1183,4,2,2022,No,14984813,3,12666.79036,Yes,Yes
82768,Pimpri-Chinchwad,1146,4,2,2018,Yes,9559859,7,8341.9363,No,Yes
82769,Hinjewadi,1465,1,1,1986,No,14954873,39,10208.10444,Yes,Yes
82770,Hinjewadi,1739,4,3,1980,No,10787290,45,6203.156987,Yes,Yes
82771,Koregaon Park,1650,2,1,2005,Yes,14781400,20,8958.424242,Yes,Yes
82772,Koregaon Park,2261,2,2,2013,No,10410694,12,4604.464396,Yes,Yes
82773,Koregaon Park,2132,4,1,2003,No,5345602,22,2507.318011,No,Yes
82774,Pimpri-Chinchwad,1230,1,1,1996,Yes,9039264,29,7348.995122,No,Yes
82775,Hinjewadi,2152,3,3,1993,No,6554691,32,3045.86013,No,Yes
82776,Kalyani Nagar,1421,3,2,2023,Yes,3576010,2,2516.544687,No,No
82777,Viman Nagar,1041,5,1,1987,Yes,5549210,38,5330.653218,No,Yes
82778,Koregaon Park,2001,2,3,1987,Yes,12536768,38,6265.251374,Yes,Yes
82779,Koregaon Park,2864,4,1,2007,No,9573767,18,3342.79574,No,Yes
82780,Hinjewadi,1760,1,2,2023,No,5107805,2,2902.161932,No,Yes
82781,Pimpri-Chinchwad,2287,1,1,1994,Yes,3475057,31,1519.482728,No,No
82782,Koregaon Park,1146,5,1,1995,Yes,5620574,30,4904.514834,No,Yes
82783,Pimpri-Chinchwad,1696,3,1,2019,No,3510185,6,2069.684552,No,No
82784,Pimpri-Chinchwad,2022,2,2,1984,No,9299293,41,4599.056874,No,Yes
82785,Kalyani Nagar,2360,4,3,2014,Yes,3411597,11,1445.591949,No,No
82786,Pimpri-Chinchwad,3328,5,2,2018,No,4382397,7,1316.826022,No,No
82787,Kalyani Nagar,1763,3,3,2021,Yes,9623869,4,5458.802609,No,Yes
82788,Viman Nagar,3014,4,1,2001,Yes,7890375,24,2617.908096,No,Yes
82789,Pimpri-Chinchwad,2230,3,2,1983,No,3301951,42,1480.695516,No,No
82790,Viman Nagar,1148,2,2,2003,No,4330298,22,3772.036585,No,No
82791,Pimpri-Chinchwad,1882,4,2,2021,No,2510715,4,1334.067481,No,No
82792,Kalyani Nagar,3303,4,1,1996,No,9898818,29,2996.917348,No,Yes
82793,Kalyani Nagar,3085,5,1,2007,Yes,8687599,18,2816.077472,No,Yes
